NAME,geoid,DR_COUNT,EM_COUNT,ihProgramDeclared,paProgramDeclared,femaDeclarationString_EM,femaDeclarationString_DR,POPUNI_23,PRED0_E_23,PRED0_M_23,PRED0_PE_23,PRED0_PM_23,PRED12_E_23,PRED12_M_23,PRED12_PE_23,PRED12_PM_23,PRED3_E_23,PRED3_M_23,PRED3_PE_23,PRED3_PM_23,COAST_CTY,PCT3_23,PCT3_LB_23,PCT3_UB_23,PCT3_ST_23,PCT3_ST_LB_23,PCT3_ST_UB_23,HRCN_PCT3_23,HRCN_PCT3_LB_23,HRCN_PCT3_UB_23,POPESTIMATE2024,Total_Pop_E_23,Total_Pop_M_23,HSE_Units_E_23,HSE_Units_M_23,HSE_Occ_E_23,HSE_Occ_M_23,HSE_Occ_PE_23,HSE_Occ_PM_23,Own_E_23,Own_M_23,Own_PE_23,Own_PM_23,Rent_E_23,Rent_M_23,Rent_PE_23,Rent_PM_23,DEP_Ratio_E_23,DEP_Ratio_M_23,HHLD_SSI_E_23,HHLD_SSI_M_23,HHLD_SSI_PE_23,HHLD_SSI_PM_23,HHLD_Cash_Assist_E_23,HHLD_Cash_Assist_M_23,HHLD_Cash_Assist_PE_23,HHLD_Cash_Assist_PM_23,HHLD_SNAP_E_23,HHLD_SNAP_M_23,HHLD_SNAP_PE_23,HHLD_SNAP_PM_23,HHLD_ASSIST_or_SNAP_PE_23,HHLD_ASSIST_or_SNAP_PM_23,Under_18_E_23,Under_18_M_23,Under_18_PE_23,Under_18_PM_23,65_plus_E_23,65_plus_M_23,65_plus_PE_23,65_plus_PM_23,Disability_E_23,Disability_M_23,Disability_PE_23,Disability_PM_23,ENG_LVW_E_23,ENG_LVW_M_23,ENG_LVW_PE_23,ENG_LVW_PM_23,RURAL_POP_DEC_2020,TOTAL_POP_DEC_2020,HOUSEHOLDS_DEC_2020,MULTIGEN_DEC_2020,ALAND,RURAL_POP_P_DEC_2020,MULTIGEN_P_DEC_2020,POP_DENSITY_DEC_2020,RURAL_POP_PF_DEC_2020,SAEMHI_PT_23,SAEMHI_MOE_23,SAEPOVALL_PT_23,SAEPOVALL_MOE_23,SAEPOVRTALL_PT_23,SAEPOVRTALL_MOE_23,SAEPOVU_ALL_23,UNEMP_PE_M01_24,UNEMP_M01_24,LABOR_FORCE_M01_24,UNEMP_PE_M02_24,UNEMP_M02_24,LABOR_FORCE_M02_24,UNEMP_PE_M03_24,UNEMP_M03_24,LABOR_FORCE_M03_24,UNEMP_PE_M04_24,UNEMP_M04_24,LABOR_FORCE_M04_24,UNEMP_PE_M05_24,UNEMP_M05_24,LABOR_FORCE_M05_24,UNEMP_PE_M06_24,UNEMP_M06_24,LABOR_FORCE_M06_24,UNEMP_PE_M07_24,UNEMP_M07_24,LABOR_FORCE_M07_24,UNEMP_PE_M08_24,UNEMP_M08_24,LABOR_FORCE_M08_24,UNEMP_PE_M09_24,UNEMP_M09_24,LABOR_FORCE_M09_24,UNEMP_PE_M10_24,UNEMP_M10_24,LABOR_FORCE_M10_24,UNEMP_PE_M11_24,UNEMP_M11_24,LABOR_FORCE_M11_24,UNEMP_PE_M12_24,UNEMP_M12_24,LABOR_FORCE_M12_24,UNEMP_PE_M01_25,UNEMP_M01_25,LABOR_FORCE_M01_25,UNEMP_PE_M02_25,UNEMP_M02_25,LABOR_FORCE_M02_25,UNEMP_PE_M03_25,UNEMP_M03_25,LABOR_FORCE_M03_25,UNEMP_PE_M04_25,UNEMP_M04_25,LABOR_FORCE_M04_25,UNEMP_PE_M05_25,UNEMP_M05_25,LABOR_FORCE_M05_25,UNEMP_PE_M06_25,UNEMP_M06_25,LABOR_FORCE_M06_25,HSE_Occ_PF_23,Own_PF_23,Rent_PF_23,PRED0_PF_23,PRED12_PF_23,PRED3_PF_23,DEP_Ratio_F_23,HHLD_SSI_PF_23,HHLD_Cash_Assist_PF_23,HHLD_SNAP_PF_23,HHLD_ASSIST_or_SNAP_PF_23,Under_18_PF_23,65_plus_PF_23,Disability_PF_23,ENG_LVW_PF_23,MAX_OUTAGE,total_customers,Run Start Time,MAX_OUTAGE_RUN_START_TIME,MAX_PERCENTAGE_OUT,Wind_Swath_Mode,Wind_Swath_Max,totPrecip,femaDeclarationString_IA,incidentType,disasterNumber,damagedStateAbbreviation,utilitiesOut,accessFunctionalNeeds,destroyed,validReg,ihpReferral,haReferral,onaReferral,ihpEligible,haEligible,onaEligible,habitabilityRepairsRequired,haMax,ihOwners,haEligibleOwners,onaEligibleOwners,haMaxOwners,validReg_Prop,haEligible_Prop,onaEligible_Prop,ihOwners_P,haEligible_Owners_P,onaEligible_Owners_P,haMax_Owners_P
"Norfolk County, Massachusetts",25021,0,0,0,0,None,None,718388,315655,19045,43.94,2.65,293055,19305,40.79,2.69,109678,14905,15.27,2.07,Yes,5.9,4.07,18.35,17.86,7.14,42.85,7.7,2.74,18.83,740754,724540,-555555555,293420,128,281408,1189,95.9,0.4,192815,2020,68.5,0.7,88593,1993,31.5,0.7,61.5,0.1,10803,814,3.8,0.3,6908,614,2.5,0.2,24504,1206,8.7,0.4,9.9,0.4,149743,80,20.7,0.1,126172,93,17.4,0.1,69308,1910,9.7,0.3,57390,2304,8.4,0.3,14681,725981,278326,11107,1025902103,2,4,1832.81,1,123449,3876,54608,5990,7.7,0.8,713272,3.6,14752,414496,3.7,15263,415949,3.4,14437,419052,3,12664,417011,3.5,14677,415846,3.9,16444,422733,4.2,17824,424336,4,16915,422041,3.5,14744,417638,3.7,15415,420148,3.7,15400,421188,3.8,15861,422014,4.1,17366,423662,4.4,18454,422242,4.4,18527,422875,4.2,17685,423576,4.9,20811,426000,4.5,19224,426881,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Plymouth County, Massachusetts",25023,0,0,0,0,None,None,530191,216768,14879,40.88,2.81,232460,15087,43.84,2.85,80963,11285,15.27,2.13,Yes,5.9,3.98,18.57,17.86,7.14,42.85,7.7,2.74,19.18,542090,531889,-555555555,216654,217,200995,1063,92.8,0.5,156015,1499,77.6,0.7,44980,1416,22.4,0.7,67.1,0.1,9917,941,4.9,0.5,6777,737,3.4,0.4,24243,1283,12.1,0.6,13.3,0.7,111421,95,20.9,0.1,102175,98,19.2,0.1,61255,2205,11.7,0.4,29351,1648,5.8,0.3,66167,530819,197288,10545,1705513086,12.5,5.3,806.1,1,107828,3864,42087,6259,8,1.2,525670,4.4,12819,294172,4.5,13279,295412,4.1,12297,297415,3.5,10406,295527,3.9,11521,294424,4.3,12782,299416,4.6,13834,300340,4.4,13068,298850,3.8,11221,295144,3.9,11490,296923,3.9,11725,297756,4.2,12473,298635,4.9,14698,300927,5.2,15680,300194,5.1,15345,300386,4.7,14179,300131,5.2,15705,301150,4.8,14553,301689,1,1,-1,1,0,-1,1,0,1,0,0,-1,1,-1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Suffolk County, Massachusetts",25025,0,0,0,0,None,None,728646,229964,26036,31.56,3.57,318502,27907,43.71,3.83,180180,23742,24.73,3.26,Yes,66.41,44.24,80.11,99.99,85.71,99.99,65.4,44.86,82.18,793144,782172,-555555555,353930,250,322184,1711,91,0.5,117938,2304,36.6,0.7,204246,2300,63.4,0.7,41.1,0.1,20925,1111,6.5,0.3,12292,993,3.8,0.3,60090,1572,18.7,0.5,19.8,0.5,126494,79,16.2,0.1,101416,55,13,0.1,95742,2692,12.3,0.3,133154,3264,17.9,0.4,36,797936,324655,13109,150885698,0,4,13696.76,1,91386,3621,109289,9726,15.1,1.3,723178,3.8,17409,458023,3.9,17707,459423,3.6,16698,462236,3.3,14970,460407,3.8,17479,459492,4.2,19860,467625,4.5,21349,469567,4.3,20262,466740,3.8,17648,461626,3.9,18282,464026,3.9,18140,465193,4,18476,466004,4.3,20210,467900,4.5,21118,466262,4.6,21403,466753,4.4,20743,468030,5.2,24726,471594,5,23454,473024,1,-1,1,0,0,1,-1,1,1,1,1,-1,-1,-1,1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Worcester County, Massachusetts",25027,0,0,0,0,None,None,848604,351547,21747,41.43,2.56,349414,22089,41.18,2.6,147643,16741,17.4,1.97,No,14.84,9.95,30.28,42.85,21.43,64.28,18.15,9.59,30.82,881248,861664,-555555555,353405,195,333273,1196,94.3,0.4,218849,2052,65.7,0.6,114424,2169,34.3,0.6,59.7,0.1,20291,1228,6.1,0.4,11865,779,3.6,0.2,50938,1691,15.3,0.5,16.6,0.5,179369,25,20.8,0.1,142716,39,16.6,0.1,109865,2637,12.9,0.3,66604,2565,8.2,0.3,182559,862111,331797,13505,3912636723,21.2,4.1,570.68,1,93561,2771,91666,8295,10.9,1,840822,4.2,19548,463594,4.4,20464,464071,4,18885,466965,3.5,16201,463475,3.9,17988,464310,4.3,20207,470938,4.7,22258,472644,4.5,21131,471072,3.9,17919,463892,4,18474,467376,4,18650,468967,4.2,19910,471229,4.8,22899,473728,5.2,24456,474186,5.1,24330,473001,4.8,22581,472955,5.3,25342,475257,4.9,23438,475599,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Alcona County, Michigan",26001,0,0,0,0,None,None,10484,2579,478,24.6,4.56,4966,510,47.37,4.86,2939,451,28.03,4.3,Yes,82.72,59,91.75,86.74,61.44,97.58,-888888888,-888888888,-888888888,10624,10310,-555555555,10353,93,5116,174,49.4,1.5,4586,174,89.6,1.6,530,85,10.4,1.6,96.1,1,370,59,7.2,1.1,114,25,2.2,0.5,603,91,11.8,1.7,12.9,1.8,1318,21,12.8,0.2,3734,17,36.2,0.2,2350,166,23,1.6,53,30,0.5,0.3,9446,10167,4907,92,1747349242,92.9,1.9,15.07,2,53033,4962,1641,262,15.8,2.5,10409,9,301,3331,10.2,343,3376,9.8,339,3442,8.7,297,3431,8,287,3569,8.8,318,3630,9.1,337,3690,8.4,308,3681,7.5,271,3598,7.6,265,3497,7.8,268,3424,10.7,367,3415,12.1,416,3432,13.2,458,3460,12.3,427,3472,10.9,379,3465,9.7,350,3590,9.7,350,3605,-1,1,-1,-1,0,1,1,1,0,0,0,-1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Alger County, Michigan",26003,0,0,0,0,None,None,7930,2152,475,27.14,5.99,3703,497,46.7,6.27,2075,431,26.17,5.44,Yes,74.32,39.37,90.32,77.1,37.35,96.38,-888888888,-888888888,-888888888,8695,8813,-555555555,6205,29,3490,156,56.2,2.4,2941,169,84.3,3.3,549,119,15.7,3.3,71.2,2,167,56,4.8,1.6,112,54,3.2,1.6,377,95,10.8,2.8,12,3,1322,50,15,0.6,2342,46,26.6,0.5,1536,145,19.7,1.9,26,13,0.3,0.2,8842,8842,3609,68,2369927688,100,1.9,9.66,3,62543,4320,1015,214,12.9,2.7,7854,10.1,323,3195,10.9,356,3266,10.9,353,3236,11.2,365,3272,8,280,3517,7.6,290,3801,7.5,288,3856,7.1,267,3779,6.1,224,3645,6.3,224,3565,8.7,301,3453,11,379,3434,11.2,385,3444,11.7,408,3496,11.6,407,3500,11.4,395,3460,8.8,319,3615,7.7,291,3787,-1,1,-1,-1,0,1,1,0,0,0,0,-1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Allegan County, Michigan",26005,0,0,0,0,None,None,121773,45942,3774,37.73,3.1,54209,3814,44.52,3.13,21622,3029,17.76,2.49,Yes,17.06,9.38,35.91,12.05,4.82,33.73,-888888888,-888888888,-888888888,122429,120913,-555555555,52262,89,44984,524,86.1,1,38711,701,86.1,1.4,6273,630,13.9,1.4,70.7,0.2,1859,295,4.1,0.7,1023,207,2.3,0.5,3178,363,7.1,0.8,8.3,0.8,28528,-555555555,23.6,-555555555,21555,64,17.8,0.1,13443,736,11.2,0.6,2446,363,2.1,0.3,81433,120502,45545,1488,2137395687,67.6,3.3,146.02,2,78772,3389,11987,1889,9.9,1.6,120777,3.8,2382,61906,4.2,2645,62300,4,2524,62701,3.8,2407,63055,3.9,2530,64363,4.5,2936,64845,4.9,3158,64950,4.4,2863,64802,3.9,2527,64108,3.9,2515,63728,4,2569,63853,4.7,2953,62982,5.4,3400,63546,5.7,3599,63452,5.3,3363,63646,4.7,2960,63303,5,3243,64653,5.2,3348,64105,-1,1,-1,0,0,-1,1,-1,0,-1,-1,1,1,-1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Alpena County, Michigan",26007,0,0,0,0,None,None,28835,9308,1340,32.28,4.65,11797,1377,40.91,4.78,7730,1151,26.81,3.99,Yes,77.49,53.21,88.6,80.71,55.42,93.97,-888888888,-888888888,-888888888,28903,28908,-555555555,15674,45,12734,261,81.2,1.6,10114,309,79.4,1.9,2620,253,20.6,1.9,76.4,0.8,1229,211,9.7,1.6,303,118,2.4,0.9,2172,262,17.1,2,17.7,2,5444,44,18.8,0.2,7075,67,24.5,0.2,6173,499,21.6,1.7,258,202,0.9,0.7,13482,28907,12901,248,1481211410,46.6,1.9,50.55,1,53480,4702,4536,706,15.9,2.5,28543,4.9,678,13754,5.7,804,13999,5.5,773,14163,4.6,656,14168,4.8,678,14171,5.8,818,14016,6.1,859,14022,5.6,799,14240,4.9,695,14249,4.9,700,14153,5.1,723,14261,5.8,836,14311,6.8,976,14441,7.2,1047,14505,6.6,966,14602,5.8,846,14469,6,876,14599,6,864,14368,-1,1,-1,0,0,1,1,1,0,1,1,-1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Antrim County, Michigan",26009,0,0,0,0,None,None,24380,8993,950,36.89,3.9,10787,989,44.25,4.06,4600,838,18.87,3.44,Yes,24.19,9.86,49.96,18.07,4.82,50.6,-888888888,-888888888,-888888888,24536,23876,-555555555,17613,151,11034,329,62.6,1.6,9600,277,87,1.6,1434,203,13,1.6,83.5,0.5,598,112,5.4,1,343,88,3.1,0.8,1026,173,9.3,1.5,10.9,1.6,4120,14,17.3,0.1,6748,32,28.3,0.1,3762,286,15.9,1.2,84,41,0.4,0.2,23431,23431,10147,271,1232002283,100,2.7,49.26,3,72369,6195,2454,522,10.1,2.1,24283,6.2,650,10437,7,727,10428,6.7,708,10502,6,627,10429,5.2,585,11316,5.3,638,12105,5.3,659,12452,5,596,11814,4.8,534,11225,4.9,537,10872,5.4,574,10638,7,736,10547,8.3,882,10623,8.7,921,10596,8,847,10594,7.5,800,10641,6.4,722,11203,6.1,714,11622,-1,1,-1,0,0,0,1,0,0,-1,-1,-1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Arenac County, Michigan",26011,0,0,0,0,None,None,15140,4712,659,31.12,4.35,6634,683,43.82,4.51,3794,578,25.06,3.82,Yes,68.52,42.71,83.2,69.87,42.16,89.15,-888888888,-888888888,-888888888,15087,15054,-555555555,9536,32,6421,163,67.3,1.7,5502,161,85.7,1.7,919,113,14.3,1.7,81.4,0.7,402,68,6.3,1.1,176,36,2.7,0.6,1005,97,15.7,1.5,16.5,1.4,2789,17,18.5,0.1,3964,33,26.3,0.2,2776,200,18.6,1.3,123,62,0.9,0.4,13133,15002,6631,146,940627659,87.5,2.2,41.31,2,56213,3753,2259,478,15,3.2,15048,7.7,518,6740,8.6,585,6824,7.8,539,6951,6.7,456,6852,5.7,396,6958,6.7,481,7139,7,502,7149,6.6,468,7124,5.9,410,6943,6.3,427,6830,6.5,440,6786,8,545,6772,10.4,719,6915,11,757,6861,10.1,696,6908,8.4,580,6882,7.5,527,7006,7.4,517,7005,-1,1,-1,0,0,1,1,1,0,1,1,-1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Baraga County, Michigan",26013,0,0,0,0,None,None,7477,2230,482,29.82,6.45,3232,505,43.23,6.75,2015,435,26.95,5.82,Yes,78.16,41.89,92.48,81.92,40.96,97.58,-888888888,-888888888,-888888888,8169,8249,-555555555,5071,32,3337,124,65.8,2.3,2568,113,77,3,769,114,23,3,66.8,0.9,181,47,5.4,1.4,128,49,3.8,1.4,510,85,15.3,2.5,17,2.7,1408,31,17.1,0.4,1897,24,23,0.3,1459,143,20.2,2,34,21,0.4,0.3,8158,8158,3328,72,2326915096,100,2.2,9.08,3,55856,6942,1157,232,15.6,3.1,7411,6.6,223,3400,7.5,257,3436,7.4,255,3464,7.6,255,3354,7.2,245,3387,7.2,247,3426,7.5,259,3439,7.6,255,3363,6.2,206,3339,6.1,206,3354,6.9,232,3345,8.6,294,3416,9.6,331,3454,9.9,341,3453,9.3,323,3471,8.6,295,3418,8,274,3440,7.9,272,3427,-1,1,-1,0,0,1,1,0,0,1,1,-1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Barry County, Michigan",26015,0,0,0,0,None,None,63534,25323,2328,39.86,3.66,26924,2357,42.38,3.71,11287,1888,17.77,2.97,No,17.11,7.86,39.56,13.25,3.61,37.35,-888888888,-888888888,-888888888,64025,62982,-555555555,27617,41,24409,327,88.4,1.2,21017,471,86.1,1.7,3392,434,13.9,1.7,69.4,0.4,991,216,4.1,0.9,481,139,2,0.6,2115,327,8.7,1.3,9.4,1.3,13824,-555555555,21.9,-555555555,11989,80,19,0.1,8374,721,13.4,1.2,676,202,1.1,0.3,54382,62423,24076,833,1432533270,87.1,3.5,112.86,2,75377,6159,5229,1105,8.3,1.7,63173,4,1249,31245,4.4,1389,31409,4.4,1391,31616,4,1282,31670,4.3,1377,32096,5,1606,32095,5.4,1722,31987,5,1582,31840,4.3,1361,31887,4.3,1355,31816,4.3,1379,31987,5,1577,31670,5.6,1781,31828,5.9,1869,31678,5.6,1761,31663,5,1554,31379,5.4,1722,31842,5.7,1808,31465,0,1,-1,1,0,0,1,-1,-1,-1,-1,-1,1,0,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Bay County, Michigan",26017,0,0,0,0,None,None,102385,37972,3888,37.09,3.8,42845,3914,41.85,3.82,21568,3161,21.07,3.09,Yes,40.14,21.82,61.76,38.55,16.87,65.05,-888888888,-888888888,-888888888,102651,103235,-555555555,48620,60,44917,389,92.4,0.8,34299,685,76.4,1.4,10618,614,23.6,1.4,69.8,0.3,2947,426,6.6,1,1383,229,3.1,0.5,6025,570,13.4,1.3,14.5,1.3,20439,30,19.8,0.1,22007,94,21.3,0.1,17019,921,16.6,0.9,533,197,0.5,0.2,30055,103856,45005,1053,1145834942,28.9,2.3,234.75,1,59523,4565,12966,1966,12.8,1.9,101526,5.5,2733,49689,6,2973,49805,5.7,2855,50324,5.2,2615,50258,5.2,2615,50587,5.9,3012,50879,6.3,3227,51355,5.8,2929,50935,5.1,2595,50749,5.1,2574,50552,5.1,2588,50915,5.9,2970,50608,7.3,3723,51283,7.8,3954,50934,7.2,3656,51044,6.5,3294,50615,6.8,3431,50780,7,3501,50371,1,1,-1,0,0,0,1,1,0,1,1,-1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Benzie County, Michigan",26019,0,0,0,0,None,None,18429,5739,837,31.14,4.54,8508,867,46.17,4.7,4182,729,22.69,3.96,Yes,51.78,26.14,74.52,55.42,21.68,79.51,-888888888,-888888888,-888888888,18520,18177,-555555555,12231,37,7466,213,61,1.7,6557,206,87.8,1.4,909,113,12.2,1.4,81.5,1,339,84,4.5,1.1,178,66,2.4,0.9,550,112,7.4,1.5,8.5,1.6,3112,52,17.1,0.3,5050,32,27.8,0.2,2927,252,16.3,1.4,70,32,0.4,0.2,15367,17970,7753,200,828011954,85.5,2.6,56.21,2,65594,5429,1765,355,9.7,1.9,18244,6,521,8637,6.8,593,8684,6.3,548,8754,5.5,481,8758,4.9,447,9062,5,474,9428,4.9,478,9677,4.6,437,9415,4.4,402,9109,4.3,387,9010,4.7,420,9028,6.2,561,9025,7.4,665,9042,8.1,733,9034,7.4,673,9063,6.7,600,8975,5.9,540,9112,5.7,523,9140,-1,1,-1,0,0,0,1,0,0,-1,-1,-1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Berrien County, Michigan",26021,0,0,0,0,None,None,151075,55747,4736,36.9,3.13,63807,4844,42.24,3.21,31521,3995,20.86,2.64,Yes,38.48,23.22,57.69,36.14,18.07,60.23,-888888888,-888888888,-888888888,152703,153411,-555555555,77127,77,63651,629,82.5,0.8,46311,909,72.8,1.2,17340,778,27.2,1.2,73.7,-555555555,3994,482,6.3,0.7,1979,323,3.1,0.5,8488,601,13.3,0.9,14.5,0.9,33119,-555555555,21.6,-555555555,31950,-555555555,20.8,-555555555,20971,925,13.8,0.6,2604,357,1.8,0.2,46444,154316,63955,2125,1470581606,30.1,3.3,271.78,1,62758,2778,20324,3157,13.6,2.1,149743,4.6,3404,74554,4.9,3670,75234,4.6,3504,76607,4.3,3341,76905,4.8,3792,78607,5.6,4420,79497,5.8,4578,79014,5.6,4385,78417,4.9,3831,77719,4.9,3803,77432,5,3866,78061,5.6,4307,77265,6.2,4751,76983,6.5,4980,76486,6,4625,76963,5.4,4094,76029,5.9,4541,77179,6.3,4828,77046,-1,1,-1,0,0,0,1,1,0,1,1,-1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Branch County, Michigan",26023,0,0,0,0,None,None,43702,14608,1690,33.43,3.87,18473,1714,42.27,3.92,10621,1390,24.3,3.18,No,63.75,41.92,78.01,66.26,40.96,83.12,-888888888,-888888888,-888888888,46187,44914,-555555555,20879,54,16922,292,81,1.4,13113,355,77.5,1.9,3809,332,22.5,1.9,73.9,0.6,762,124,4.5,0.7,399,96,2.4,0.6,2180,251,12.9,1.5,13.9,1.6,10559,-555555555,23.5,-555555555,8529,95,19,0.2,6589,545,15.3,1.3,2257,412,5.4,1,31141,44862,16780,622,1311597690,69.4,3.7,88.59,2,57641,4728,6458,1055,14.9,2.4,43244,3.6,801,22003,3.8,853,22186,3.8,847,22483,3.5,784,22261,4.1,940,22733,4.5,1047,23022,5.1,1164,22972,4.6,1062,22900,3.9,892,22675,4.1,931,22700,4.2,964,22909,4.5,1015,22576,5.2,1171,22689,5.4,1227,22641,5,1136,22755,4.5,1016,22500,5,1146,22821,5.3,1195,22607,-1,1,-1,0,0,1,1,0,0,0,0,1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
